TIPO DE MORTE;HORA;BAIRRO DA OCORRENCIA;LOGRADOURO DA OCORRENCIA;GENERO;ETNIA;IDADE;PROFISSAO;ESCOLARIDADE;INSTRUMENTO UTILIZADO;MES;DIA;DIA DA SEMANA;FAIXA ;HORARIO APROXIMADO;TURNO
HOMICIDIO;22:57;PAJUÇARA;AV POMPEIA;MASCULINO;BRANCA;22;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;fevereiro;8;sábado;ADULTO;23;NOTURNO
HOMICIDIO;21:27;PAJUÇARA;R MISSAO DE CRISTO A Nº 303;MASCULINO;NEGRA;25;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;fevereiro;4;terça-feira;ADULTO;21;NOTURNO
HOMICIDIO;17:30;PAJUÇARA;R MISSAO DE CRISTO, 05, PARQUE DAS DUNAS;MASCULINO;NEGRA;23;GESSEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;agosto;18;segunda-feira;ADULTO;18;VESPERTINO
HOMICIDIO;15:54;PAJUÇARA;R TOCANTINEA Nº 406;MASCULINO;PARDA;21;LAVADOR DE ONIBUS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;fevereiro;17;segunda-feira;ADULTO;16;VESPERTINO
HOMICIDIO;21:27;PAJUÇARA;R TROVADOR CARLOS HOMEM DE SIQUEIRA Nº 4;MASCULINO;PARDA;18;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;março;13;quinta-feira;ADULTO;21;NOTURNO
HOMICIDIO;21:27;PAJUÇARA;R TROVADOR CARLOS HOMEM DE SIQUEIRA Nº 4;MASCULINO;PARDA;18;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;março;13;quinta-feira;ADULTO;21;NOTURNO
HOMICIDIO;01:38;PAJUÇARA;R VILMA DE FARIAS Nº 08 LOT. D. PEDRO I LC;MASCULINO;NEGRA;17;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;janeiro;11;sábado;ADOLESCENTE;2;MADRUGADA
HOMICIDIO;21:32;PAJUÇARA;AV MOEMA TINOCO;MASCULINO;NEGRA;19;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;agosto;19;terça-feira;ADULTO;22;NOTURNO
HOMICIDIO;NI;PAJUÇARA;R BAJE - PROXIMO COLEGEIO ESTADUAL ZILA MAMEDE - PAJUCARA, I ;MASCULINO;PARDA;19;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;maio;12;segunda-feira;ADULTO;NI;NI
HOMICIDIO;17:10;PAJUÇARA;R DR ALVARO OSORIO DE ALMEIDA (EM FRENTE AO SUPERMERCADO REDE MAIS);MASCULINO;NEGRA;18;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;julho;27;domingo;ADULTO;17;VESPERTINO
HOMICIDIO;18:00;PAJUÇARA;R JOSE SOBRINHO - LOTEAMENTO NOVO HORIZONTE (EM FRENTE A RESIDENCIA DA VITIMA);MASCULINO;BRANCA;44;MOTORISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;maio;13;terça-feira;ADULTO;18;VESPERTINO
HOMICIDIO;23:57;PAJUÇARA;R TOCANTINEA Nº 406;MASCULINO;PARDA;33;EMBALADOR;ENSINO MEDIO COMPLETO;ARMA DE FOGO;fevereiro;17;segunda-feira;ADULTO;24;NOTURNO
HOMICIDIO;18:00;PAJUÇARA;R BARRAGEM ARMANDO RIBEIRO;MASCULINO;NEGRA;20;NI;NI;ARMA BRANCA;junho;5;quinta-feira;ADULTO;18;VESPERTINO
HOMICIDIO;14:25;PAJUÇARA;AV DR JOAO MEDEIROS FILHO;MASCULINO;PARDA;24;DESOCUPADO(A);NI;ARMA DE FOGO;abril;13;domingo;ADULTO;14;VESPERTINO
HOMICIDIO;23:51;PAJUÇARA;AV MOEMA TINOCO;MASCULINO;PARDA;29;NI;NI;ARMA DE FOGO;fevereiro;23;domingo;ADULTO;24;NOTURNO
HOMICIDIO;19:44;PAJUÇARA;AV MOEMA TINOCO;MASCULINO;NEGRA;15;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;junho;19;quinta-feira;ADOLESCENTE;20;NOTURNO
HOMICIDIO;22:11;PAJUÇARA;AV POMPEIA;MASCULINO;NEGRA;20;DESOCUPADO(A);NI;ARMA DE FOGO;abril;1;terça-feira;ADULTO;22;NOTURNO
HOMICIDIO;NI;PAJUÇARA;EM FRENTE DE UMA RESIDENCIA NA R JOSIVALDO GOMES, 960, LOT. NOVO HORIZONTE;FEMININO;BRANCA;21;NI;NI;ARMA DE FOGO;setembro;26;sexta-feira;ADULTO;NI;NI
HOMICIDIO;18:00;PAJUÇARA;ENCONTRADO NA AV POMPEIA, LOTEAMENTO DOM PEDRO;MASCULINO;NEGRA;20;DESOCUPADO(A);NI;ARMA DE FOGO;julho;28;segunda-feira;ADULTO;18;VESPERTINO
HOMICIDIO;17:59;PAJUÇARA;R BOA ESPERANCA;MASCULINO;NEGRA;22;NI;NI;ARMA DE FOGO;novembro;16;domingo;ADULTO;18;VESPERTINO
HOMICIDIO;23:38;PAJUÇARA;R CARTEIRO AGNALDO;MASCULINO;BRANCA;21;DESEMPREGADO;NI;ARMA DE FOGO;março;15;sábado;ADULTO;24;NOTURNO
HOMICIDIO;18:00;PAJUÇARA;R CASTELO BRANCO;MASCULINO;PARDA;50;NI;NI;ARMA DE FOGO;junho;26;quinta-feira;ADULTO;18;VESPERTINO
HOMICIDIO;21:49;PAJUÇARA;R MISSAO DE CRISTO, 05, PARQUE DAS DUNAS;MASCULINO;NEGRA;18;DESOCUPADO(A);NI;ARMA DE FOGO;agosto;18;segunda-feira;ADULTO;22;NOTURNO
LATROCINIO;18:00;PAJUÇARA;R SANTA VITORIA - EM FRENTE AS CASAS DE NUMEROS 86 E 79 - PARQUE DAS DUNAS;MASCULINO;PARDA;22;NI;NI;ARMA DE FOGO;maio;4;domingo;ADULTO;18;VESPERTINO
HOMICIDIO;04:57;PAJUÇARA;R SEVERINO TAVARES, VALE DOURADO;FEMININO;PARDA;20;NI;NI;ARMA DE FOGO;junho;27;sexta-feira;ADULTO;5;MADRUGADA
HOMICIDIO;23:57;PAJUÇARA;R TANCREDO NEVES;MASCULINO;PARDA;19;NI;NI;ARMA DE FOGO;outubro;30;quinta-feira;ADULTO;24;NOTURNO
HOMICIDIO;12:20;PAJUÇARA;R TANCREDO NEVES;MASCULINO;PARDA;17;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;outubro;30;quinta-feira;ADOLESCENTE;12;MATUTINO
HOMICIDIO;21:27;PAJUÇARA;R TROVADOR GUMERCIANDO SARAIVA, 471- C 105- RESIDENCIAL LOS ANGELES- LOT. VILAGE;FEMININO;PARDA;18;NI;NI;ARMA DE FOGO;junho;25;quarta-feira;ADULTO;21;NOTURNO
HOMICIDIO;12:13;PAJUÇARA;R TROVADOR GUMERCIANDO SARAIVA, 471- C 105- RESIDENCIAL LOS ANGELES- LOT. VILAGE;MASCULINO;PARDA;19;NI;NI;ARMA DE FOGO;junho;25;quarta-feira;ADULTO;12;MATUTINO
HOMICIDIO;18:00;PAJUÇARA;EM SUA RESIDENCIA NA R TOM JOBIM;MASCULINO;BRANCA;23;NI;NI;NAO IDENTIFICADO;junho;19;quinta-feira;ADULTO;18;VESPERTINO
HOMICIDIO;23:38;PAJUÇARA;R TROVADOR CARLOS HOMEM DE SIQUEIRA, Nº 660;MASCULINO;PARDA;49;CONSULTOR DE VENDAS;SUPERIOR;ARMA DE FOGO;setembro;7;domingo;ADULTO;24;NOTURNO
LATROCINIO;19:44;PETRÓPOLIS;AV FLORIANO PEIXOTO;MASCULINO;PARDA;44;CABELEIREIRO(A);ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;outubro;2;quinta-feira;ADULTO;20;NOTURNO
HOMICIDIO;20:13;PETRÓPOLIS;R TEOFILO BRANDAO - PROXIMO MERCADO PUBLICO DE PETROPOLIS;MASCULINO;BRANCA;17;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;maio;13;terça-feira;ADOLESCENTE;20;NOTURNO
HOMICIDIO;21:32;PETRÓPOLIS;AV CGU;MASCULINO;BRANCA;34;COZINHEIRO(A);ENSINO MEDIO COMPLETO;ARMA DE FOGO;março;9;domingo;ADULTO;22;NOTURNO
HOMICIDIO;18:00;PETRÓPOLIS;NO INTERIOR DE UM VEICULO NA AV DEODORO DA FOSECA (EM FRENTE DA CATEDRAL LESTE);FEMININO;PARDA;36;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;julho;12;sábado;ADULTO;18;VESPERTINO
LATROCINIO;21:48;PETRÓPOLIS;VIZINHO A PANIFICADORA VIA PANE;MASCULINO;BRANCA;51;POLICIAL CIVIL;SUPERIOR;ARMA DE FOGO;abril;27;domingo;ADULTO;22;NOTURNO
HOMICIDIO;18:00;PITIMBU;R JUAREZ TAVARES LIRA, POR TRAS DO SAM'S CLUB - CONJUNTO SAN VALE;FEMININO;PARDA;33;CABELEIREIRO(A);ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;setembro;6;sábado;ADULTO;18;VESPERTINO
HOMICIDIO;21:48;PITIMBU;AV XAVANTES;MASCULINO;NEGRA;48;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;janeiro;24;sexta-feira;ADULTO;22;NOTURNO
HOMICIDIO;23:38;PITIMBU;R SERRA DE CANAPUA;MASCULINO;BRANCA;35;VIGILANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;março;18;terça-feira;ADULTO;24;NOTURNO
HOMICIDIO;NI;PITIMBU;R JOAQUIM CARDOSO;MASCULINO;BRANCA;21;DESEMPREGADO;NI;ARMA DE FOGO;maio;12;segunda-feira;ADULTO;NI;NI
HOMICIDIO;23:21;PITIMBU;R MARCILIO FURTADO;MASCULINO;BRANCA;25;DESEMPREGADO;NI;ARMA DE FOGO;fevereiro;13;quinta-feira;ADULTO;23;NOTURNO
LATROCINIO;18:27;PITIMBU;R DAS ALGAROBAS -PROXIMO A PANIFICADO VISAO;FEMININO;PARDA;31;ESTUDANTE D;SUPERIOR;ARMA DE FOGO;janeiro;24;sexta-feira;ADULTO;18;VESPERTINO
HOMICIDIO;19:13;PITIMBU;R SERRA DA JUREMA - EM FRENTE A ACADEMIA ALTA PERFOMANCE;MASCULINO;BRANCA;25;PROFESSOR DE LUTAS MARCIAIS;SUPERIOR;ARMA DE FOGO;fevereiro;10;segunda-feira;ADULTO;19;NOTURNO
HOMICIDIO;19:46;PLANALTO;TV FIRMINO DE BRITO;MASCULINO;PARDA;29;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;novembro;8;sábado;ADULTO;20;NOTURNO
HOMICIDIO;18:00;PLANALTO;ENCONTRADO NA CALCADA DA ACADEMIA MSL VITALY - NA R MONTE REI;MASCULINO;PARDA;34;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;julho;28;segunda-feira;ADULTO;18;VESPERTINO
HOMICIDIO;NI;PLANALTO;R ASA BRANCA Nº 34 (CONJUNTO SANTA CLARA);FEMININO;PARDA;23;DO LAR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;maio;3;sábado;ADULTO;NI;NI
HOMICIDIO;18:00;PLANALTO;R FELIX JOAO HELIO;MASCULINO;NEGRA;33;AGRICULTOR(A);ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;março;10;segunda-feira;ADULTO;18;VESPERTINO
HOMICIDIO;21:27;PLANALTO;R JOAO HELIO;MASCULINO;BRANCA;25;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;março;12;quarta-feira;ADULTO;21;NOTURNO
HOMICIDIO;09:58;PLANALTO;R MARANATA (NA ESTRADA QUE VAI PARA A LOCALIDADE DE LENINGRADO);MASCULINO;PARDA;29;SOLDADOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;outubro;20;segunda-feira;ADULTO;10;MATUTINO
HOMICIDIO;04:57;PLANALTO;R PIRANIBU EM FRENTE AO Nº 105;MASCULINO;PARDA;17;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;julho;9;quarta-feira;ADOLESCENTE;5;MADRUGADA
HOMICIDIO;18:00;PLANALTO;R REDINHA - PROXIMO AO TELECENTRO;MASCULINO;PARDA;25;CARROCEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;outubro;4;sábado;ADULTO;18;VESPERTINO
HOMICIDIO;20:25;PLANALTO;R ZECA DA SILVA - EM FRENTE A CASA Nº 78;MASCULINO;NEGRA;20;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;maio;17;sábado;ADULTO;20;NOTURNO
HOMICIDIO;23:22;PLANALTO;SAO GREGORIO AST;MASCULINO;NEGRA;41;CARREGADOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;outubro;6;segunda-feira;ADULTO;23;NOTURNO
HOMICIDIO;01:48;PLANALTO;TV ARACATI, PROXIMO AO MORRO;FEMININO;NEGRA;22;DO LAR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;julho;9;quarta-feira;ADULTO;2;MADRUGADA
HOMICIDIO;18:00;PLANALTO;TV CARFARNAUM - APOS O MERCADINHO DO INACIO;MASCULINO;NEGRA;26;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;janeiro;29;quarta-feira;ADULTO;18;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;21:27;PLANALTO;R TOMIRIM;MASCULINO;PARDA;23;ASG;ENSINO FUNDAMENTAL COMPLETO;OBJETO CONTUNDENTE;abril;7;segunda-feira;ADULTO;21;NOTURNO
HOMICIDIO;20:44;PLANALTO;AST 08 DE MARCO, CONJUNTO SANTA CLARA;MASCULINO;NEGRA;33;VIDRACEIRO;ENSINO MEDIO COMPLETO;ARMA BRANCA;julho;14;segunda-feira;ADULTO;21;NOTURNO
HOMICIDIO;21:02;PLANALTO;LATERAL DA IGREJA BATISTA PLANALTO;MASCULINO;NEGRA;18;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;agosto;26;terça-feira;ADULTO;21;NOTURNO
LATROCINIO;18:00;PLANALTO;NO MERCADINHO BOM VIZINHO, R CARLOS FILGUEIRA, 545;MASCULINO;PARDA;35;ELETRICISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;julho;4;sexta-feira;ADULTO;18;VESPERTINO
HOMICIDIO;20:25;PLANALTO;POR TRAS DA GRANJA DO PLANALTO;MASCULINO;BRANCA;27;VENDEDOR DE LOJA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;março;1;sábado;ADULTO;20;NOTURNO
HOMICIDIO;NI;PLANALTO;R ASA BRANCA Nº 34 (CONJUNTO SANTA CLARA);MASCULINO;PARDA;22;FRENTISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;maio;3;sábado;ADULTO;NI;NI
HOMICIDIO;20:01;PLANALTO;R FENIX;MASCULINO;PARDA;26;MECANICO(A);ENSINO MEDIO COMPLETO;ARMA DE FOGO;fevereiro;16;domingo;ADULTO;20;NOTURNO
HOMICIDIO;NI;PLANALTO;R FRANCISCO DE ASSIS DA SILVEIRA;MASCULINO;PARDA;20;VIGILANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;setembro;17;quarta-feira;ADULTO;NI;NI
HOMICIDIO;21:27;PLANALTO;R MIRAMANGUE - NO INTERIOR DE UM VEICULO;MASCULINO;BRANCA;18;VENDEDOR DE LOJA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;maio;17;sábado;ADULTO;21;NOTURNO
LATROCINIO;18:00;PLANALTO;R PROF. ANTONIO TRIGUEIRO;MASCULINO;PARDA;42;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;dezembro;30;terça-feira;ADULTO;18;VESPERTINO
HOMICIDIO;18:00;PLANALTO;R SANTA QUITERIA;MASCULINO;PARDA;22;AUXILIAR DE ELETRICISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;abril;4;sexta-feira;ADULTO;18;VESPERTINO
HOMICIDIO;21:27;PLANALTO;R SAO JOAO GREGORIO, PROX AO CJ SANTA CLARA;MASCULINO;PARDA;33;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;outubro;19;domingo;ADULTO;21;NOTURNO
HOMICIDIO;23:57;PLANALTO;R JARDIM DO EDEM;MASCULINO;NEGRA;43;ELETRICISTA DE VEICULO;ENSINO MEDIO COMPLETO;ASFIXIA MECANICA PROVOCADA;maio;26;segunda-feira;ADULTO;24;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;21:27;PLANALTO;R ENGENHEIRO JOSE DANTAS - CONJUNTO LENINGRADO;MASCULINO;NEGRA;47;MARCENEIRO;ENSINO MEDIO COMPLETO;OBJETO CONTUNDENTE;maio;2;sexta-feira;ADULTO;21;NOTURNO
HOMICIDIO;20:31;PLANALTO;VIA PUBLICA;MASCULINO;PARDA;39;NI;NI;ARMA BRANCA;dezembro;26;sexta-feira;ADULTO;21;NOTURNO
HOMICIDIO;18:00;PLANALTO;2ª TV MONTE REI;MASCULINO;PARDA;26;NI;NI;ARMA DE FOGO;dezembro;14;domingo;ADULTO;18;VESPERTINO
LATROCINIO;20:44;PLANALTO;AV MIRA MANGUE (NO INTERIOR DE UM ESTABELECIMENTO COMERCIAL) ;MASCULINO;PARDA;50;NI;NI;ARMA DE FOGO;dezembro;6;sábado;ADULTO;21;NOTURNO
HOMICIDIO;23:35;PLANALTO;COND. VIVENDAS DO PLANALTO;MASCULINO;NEGRA;26;NI;NI;ARMA DE FOGO;junho;16;segunda-feira;ADULTO;24;NOTURNO
HOMICIDIO;15:43;PLANALTO;ESTRADA CARROCAVEL, PROL. DA SANTO ORNOFR;MASCULINO;NEGRA;18;DESEMPREGADO;NI;ARMA DE FOGO;agosto;17;domingo;ADULTO;16;VESPERTINO
HOMICIDIO;18:00;PLANALTO;R FRANCISCA CAMPOS, AO LADO DA ASSOCIACAO VIVENDAS DO PLANALTO;MASCULINO;NEGRA;24;NI;NI;ARMA DE FOGO;novembro;20;quinta-feira;ADULTO;18;VESPERTINO
HOMICIDIO;20:41;PLANALTO;R FRANCISCA CAMPOS, AO LADO DA ASSOCIACAO VIVENDAS DO PLANALTO;MASCULINO;NEGRA;26;NI;NI;ARMA DE FOGO;novembro;20;quinta-feira;ADULTO;21;NOTURNO
HOMICIDIO;20:17;PLANALTO;R JARDIM DO EDEN;MASCULINO;PARDA;20;DESEMPREGADO;NI;ARMA DE FOGO;janeiro;29;quarta-feira;ADULTO;20;NOTURNO
HOMICIDIO;18:00;PLANALTO;R LUIZ FELIPE, CONJUNTO LENINGRADO;MASCULINO;NEGRA;21;NI;NI;ARMA DE FOGO;junho;24;terça-feira;ADULTO;18;VESPERTINO
HOMICIDIO;NI;PLANALTO;R MARCOS AUGUSTO EM FRENTE AO N° 11 C ;MASCULINO;NEGRA;21;NI;NI;ARMA DE FOGO;novembro;9;domingo;ADULTO;NI;NI
HOMICIDIO;00:23;PLANALTO;R PROFESSOR COUTINHO;MASCULINO;PARDA;33;NI;NI;ARMA DE FOGO;novembro;21;sexta-feira;ADULTO;0;NOTURNO
HOMICIDIO;21:27;PLANALTO;R SANTA QUITERIA;MASCULINO;PARDA;21;DETENTO FUGITIVO;NI;ARMA DE FOGO;outubro;3;sexta-feira;ADULTO;21;NOTURNO
HOMICIDIO;09:59;PLANALTO;R SAO BRAULIO;MASCULINO;PARDA;21;DESEMPREGADO;NI;ARMA DE FOGO;agosto;18;segunda-feira;ADULTO;10;MATUTINO
HOMICIDIO;20:23;PLANALTO;TV NOSSA SRA DA PIEDADE PROXIMO AO MERCADINHO DO LEAO (ENTERRADO AINDA VIVO);MASCULINO;PARDA;24;DESEMPREGADO;NI;ARMA DE FOGO;julho;14;segunda-feira;ADULTO;20;NOTURNO
HOMICIDIO;23:21;PLANALTO;AV NEZINHO ALVES;MASCULINO;NEGRA;22;PROCURADOR DE JUSTICA;SUPERIOR;ARMA DE FOGO;maio;27;terça-feira;ADULTO;23;NOTURNO
HOMICIDIO;21:27;PONTA NEGRA;R SANTA MARIA;MASCULINO;PARDA;35;PINTOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;outubro;3;sexta-feira;ADULTO;21;NOTURNO
HOMICIDIO;18:00;PONTA NEGRA;R ALTO BOA VISTA S/N;MASCULINO;BRANCA;14;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA BRANCA;março;19;quarta-feira;ADOLESCENTE;18;VESPERTINO
LATROCINIO;18:00;PONTA NEGRA;R TEN. OLAVO FRANCISCO DOS SANTOS - NO ESTACIONAMENTO;MASCULINO;BRANCA;30;CORRETOR DE AUTOMOVEIS;ENSINO MEDIO COMPLETO;ARMA DE FOGO;janeiro;20;segunda-feira;ADULTO;18;VESPERTINO
LATROCINIO;18:00;PONTA NEGRA;R BARREIRA ROXA, 2117, POUSADA VILA IRENE;MASCULINO;NEGRA;18;DESEMPREGADO;NI;ARMA DE FOGO;julho;2;quarta-feira;ADULTO;18;VESPERTINO
HOMICIDIO;18:52;PONTA NEGRA;R DO CORRUPIU;MASCULINO;PARDA;29;NI;NI;ARMA DE FOGO;junho;21;sábado;ADULTO;19;NOTURNO
LATROCINIO;18:00;PONTA NEGRA;R FRANCISCO SIMPLICIO, VILA DE PONTA NEGRA;MASCULINO;PARDA;23;NI;NI;ARMA DE FOGO;junho;30;segunda-feira;ADULTO;18;VESPERTINO
HOMICIDIO;21:27;PONTA NEGRA;R JOSE BARRADO;MASCULINO;NEGRA;31;NI;NI;ARMA DE FOGO;fevereiro;4;terça-feira;ADULTO;21;NOTURNO
HOMICIDIO;NI;PONTA NEGRA;R MANOEL CONGO;MASCULINO;NEGRA;31;DESOCUPADO(A);NI;ARMA DE FOGO;julho;17;quinta-feira;ADULTO;NI;NI
HOMICIDIO;04:47;PONTA NEGRA;R MORRO DO CARECA, VILA DE PONTA NEGRA;MASCULINO;PARDA;22;NI;NI;ARMA DE FOGO;novembro;26;quarta-feira;ADULTO;5;MADRUGADA
HOMICIDIO;18:00;PONTA NEGRA;R SANTA MARIA;MASCULINO;PARDA;18;DESOCUPADO(A);NI;ARMA DE FOGO;outubro;3;sexta-feira;ADULTO;18;VESPERTINO
HOMICIDIO;21:27;PONTA NEGRA;VILA DE PONTA NEGRA;MASCULINO;NEGRA;21;DESEMPREGADO;NI;ARMA DE FOGO;maio;3;sábado;ADULTO;21;NOTURNO
ESTUPRO SEGUIDO DE MORTE;NI;PONTA NEGRA;POUSADA VARANDAS DA PRAIA;FEMININO;BRANCA;47;EMPRESARIO(A);SUPERIOR;ASFIXIA MECANICA PROVOCADA;novembro;13;quinta-feira;ADULTO;NI;NI
HOMICIDIO;18:00;POTENGI;AV DR JOAO MEDEIROS FILHO;MASCULINO;PARDA;25;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;agosto;4;segunda-feira;ADULTO;18;VESPERTINO
HOMICIDIO;20:07;POTENGI;AV DR JOAO MEDEIROS FILHO;MASCULINO;NEGRA;20;ENTREGADOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;janeiro;10;sexta-feira;ADULTO;20;NOTURNO
LATROCINIO;01:48;POTENGI;AV JOAO MEDEIROS FILHO;MASCULINO;NEGRA;21;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;setembro;5;sexta-feira;ADULTO;2;MADRUGADA
HOMICIDIO;18:00;POTENGI;ENCONTRADO NA R APUCARANA EM FRENTE AO Nº 34;MASCULINO;NEGRA;32;AUXILIAR DE MECANICO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;julho;13;domingo;ADULTO;18;VESPERTINO
HOMICIDIO;07:41;POTENGI;OCORRENCIA NA AV APUCARANA - VIA PULBLICA;MASCULINO;PARDA;24;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;julho;19;sábado;ADULTO;8;MATUTINO
HOMICIDIO;NI;POTENGI;R CRUZEIRO DO OESTE - EM FRENTE AO Nº 137;MASCULINO;PARDA;29;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;março;12;quarta-feira;ADULTO;NI;NI
HOMICIDIO;18:00;POTENGI;R DO LIMOEIRO DO NORTE, PANATIS;MASCULINO;NEGRA;24;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;agosto;11;segunda-feira;ADULTO;18;VESPERTINO
HOMICIDIO;07:10;POTENGI;R DR PEDRO LOPES CARNEIRO LC;MASCULINO;NEGRA;34;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;janeiro;12;domingo;ADULTO;7;MATUTINO
HOMICIDIO;22:55;POTENGI;R SERRA DA TIJUCA PROXIMO AO POSTE DE ILUMINACAO PUBLICA N° B-3 - 583 - SOLEDADE II;MASCULINO;NEGRA;16;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;dezembro;31;quarta-feira;ADOLESCENTE;23;NOTURNO
HOMICIDIO;23:51;POTENGI;R VOTUPORANGA - SANTAREM;MASCULINO;NEGRA;46;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;maio;24;sábado;ADULTO;24;NOTURNO
HOMICIDIO;19:15;POTENGI;TV LINDALVA OLEGARIO- EM FRENTE AO Nº 46 - JARDIM PROGRESSO;MASCULINO;BRANCA;35;PINTOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;junho;2;segunda-feira;ADULTO;19;NOTURNO
HOMICIDIO;NI;POTENGI;VIA PUBLICA;MASCULINO;BRANCA;17;SOLDADOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;abril;27;domingo;ADOLESCENTE;NI;NI
HOMICIDIO;18:00;POTENGI;R VOTUOPORANGA;MASCULINO;NEGRA;18;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA BRANCA;julho;24;quinta-feira;ADULTO;18;VESPERTINO
HOMICIDIO;14:18;POTENGI;3ª TV SIQUEIRA CAMPOS;MASCULINO;PARDA;18;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;novembro;13;quinta-feira;ADULTO;14;VESPERTINO
HOMICIDIO;21:27;POTENGI;AV DR JOAO MEDEIROS FILHO;MASCULINO;NEGRA;24;AUXILIAR DE PIZZAIOLO;ENSINO MEDIO COMPLETO;ARMA DE FOGO;julho;24;quinta-feira;ADULTO;21;NOTURNO
HOMICIDIO;14:10;POTENGI;AV DR JOAO MEDEIROS FILHO;MASCULINO;PARDA;20;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;abril;14;segunda-feira;ADULTO;14;VESPERTINO
HOMICIDIO;16:10;POTENGI;AV ITAPETINGA;MASCULINO;BRANCA;19;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;fevereiro;8;sábado;ADULTO;16;VESPERTINO
HOMICIDIO;NI;POTENGI;CONJUNTO SANTA CATARINA;MASCULINO;NEGRA;30;AUXILIAR DE ALMOXARIFADO DE OBRAS;ENSINO MEDIO COMPLETO;ARMA DE FOGO;maio;25;domingo;ADULTO;NI;NI
